filename,hh,mm,ss,style,cx,cy,used_hough,hough_radius,dial_source,simple_fallback,frac_mask_beyond_dial,hand_length_scale,hand_r,w,h
analog_00_00_00_atc.png,0,0,0,atc,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_00_00_01_atc.png,0,0,1,atc,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_00_05_59_atc.png,0,5,59,atc,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_00_07_59_atc.png,0,7,59,atc,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_00_11_47_atc.png,0,11,47,atc,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_00_19_18_atc.png,0,19,18,atc,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_00_22_19_atc.png,0,22,19,atc,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_00_31_54_atc.png,0,31,54,atc,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_00_33_59_atc.png,0,33,59,atc,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_00_39_09_atc.png,0,39,9,atc,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_00_46_56_atc.png,0,46,56,atc,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_00_48_51_atc.png,0,48,51,atc,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_00_54_26_atc.png,0,54,26,atc,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_00_57_48_atc.png,0,57,48,atc,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_01_00_00_atc.png,1,0,0,atc,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_01_00_21_atc.png,1,0,21,atc,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
analog_01_01_01_atc.png,1,1,1,atc,200,200,True,154.95999145507812,hough,,0.0,0.65,109.2,400,400
